estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
8760,EP Energy E&P 220 Gulf Coast Basin,1008092,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.7,2019,NG Driven Pneumatic Pumps emissions,Table C.1,142.36,87
,"SN EF Maverick, LLC 220 Gulf Coast Basin",1013128,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Basin 360 - Mach,1013339,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2019,NG Driven Pneumatic Pumps emissions,Table C.1,97.58,50
,Anschutz Exploration Corporation - Powder River Basin,1013264,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8008,Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,46.08,31
,"MarkWest Liberty Midstream & Resources, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",1012504,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8450,230 Arkla Basin QEP Energy Company,1009283,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.7,2017,NG Driven Pneumatic Pumps emissions,Table C.1,124.9,61
8760,"Enervest Operating, L.L.C. 220 Gulf Coast Basin",1009657,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,30.4,2017,NG Driven Pneumatic Pumps emissions,Table C.1,229.97,147
8760,"Repsol Oil & Gas USA, LLC Appalachian basin (Eastern Overthrust area) - 160A",1008481,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,55.04,28
,"Pioneer Natural Resources USA, Inc.  Anadarko",1008605,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
6037.241379,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",1012681,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,42.32,29
,"PDC Permian, Inc. 430 Permian Basin",1012376,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Duncan Oil Properties, Inc. 360 Anadarko Basin",1008598,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,7.12,5
8760,Tall Oak 360 Anadarko GB,1013378,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,109.58,60
8018,"ConocoPhillips Gulf Coast Basin 220, Production",1007485,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,605.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,8508.39,5606
8760,"SWG Pipeline, LLC G&B 415 - Strawn Basin",1012737,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,5.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,83.06,39
,CRI 395 G&B Williston,1013712,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
5424,"Strike Force South, LLC - Basin 160A",1013785,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,14.49,11
8760,"Amplify Energy Operating LLC 220 Gulf Coast Basin (LA, TX)",1009862,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2022,NG Driven Pneumatic Pumps emissions,Table C.1,10.15,6
,Lime Rock Resources Pecos Valley,1013377,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Trinity River Energy Operating, LLC 220 Gulf Coast Basin",1009609,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.6,2015,NG Driven Pneumatic Pumps emissions,Table C.1,29.2,15
8784,"Compass Production Partners, LP - Permian Basin #430",1008959,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,1.5,1
8760,DCP Midstream 260 East Texas Basin,1012238,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.9,2018,NG Driven Pneumatic Pumps emissions,Table C.1,31.59,23
,395 Williston Basin QEP Energy Company,1009281,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Signal Hill Petroleum West Unit,1004651,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8592,WTG Hugoton - GB Stevens County #1,1014668,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2021,NG Driven Pneumatic Pumps emissions,Table C.1,1.64,1
,Samson Resources 395 Williston Basin,1008859,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Validus Energy Aquilas AssetCo, LLC",1012833,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,9.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,180.21,111
,Javelin Energy Partners Managment Uinta Basin,1009350,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Compass Production Partners, LP - Arkla Basin #230",1011194,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,40.7,2020,NG Driven Pneumatic Pumps emissions,Table C.1,322.11,151
8760,WTG South Permian Midstream LLC 430 Permian Basin GB,1012461,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.3,2018,NG Driven Pneumatic Pumps emissions,Table C.1,52.56,31
8784,Riviera Resources 305 Michigan Basin Production Segment,1008363,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,3.6,2
,EGG 360 Anadarko GB,1012518,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8185,"EXCO Resources (PA), LLC - Basin 160A",1008673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,63.33,31
,Escondido Gulf Coast #220 OP,1013595,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Aethon Energy Operating-230-Arkla Basin,1012509,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,17.9,2017,NG Driven Pneumatic Pumps emissions,Table C.1,608.91,284
8760,San Juan Basin Gathering and Boosting,1012310,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,1.96,1
,"Pioneer Natural Resources USA, Inc. Permian",1012321,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Crestone Peak - Denver Basin (COP),1011387,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Breitburn Operating LP 260 East Texas,1009811,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,13.9,2021,NG Driven Pneumatic Pumps emissions,Table C.1,298.62,148
8760,"Susquehanna Gathering Company, LLC",1013065,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,128.9,60
2806,Berry Petroleum Company - Uinta Basin 575,1008167,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,3.71,6
8760,Energy Transfer 360 - Anadarko Basin,1012388,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,12.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,746,409
,Seneca East G&B Facilities,1012744,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
400,"BPX Energy Petrohawk Gulf Coast Basin, AAPG Basin 220",1008630,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,92.06,1100
8684,"EOG Resources, Inc. 420 Fort Worth syncline",1008977,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,463.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,1277.1,817
8760,XcL Midstream Operating,1013573,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,19.45,10
,Antero Resources - 160 - Appalachian Basin (Utica),1010718,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,SM Energy (Basin 260) East Texas,1009673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Northeast Natural Energy LLC,1012537,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Basin 220 South TX & South LA - BG,1012748,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Hilcorp Appalachian Basin (Eastern Overthrust Area),1011995,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,159.27,86
,Luff Exploration Company - 395 - Williston Basin,1009762,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
365,Presidio Petroleum 360 Anadarko Basin,1009335,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,6.33,85
1836,Coterra Energy 160A Appalachian (EOA),1008503,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2019,NG Driven Pneumatic Pumps emissions,Table C.1,5.5,12
8760,"Repsol Oil & Gas USA, LLC Appalachian basin (Eastern Overthrust area) - 160A",1008481,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2017,NG Driven Pneumatic Pumps emissions,Table C.1,50.7,23
,Summit Petroleum LLC,1008890,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8574.92,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220) - GB,1012572,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,60.13,37
2928,Mewbourne Oil Company - Permian Basin 430 Gf,1013964,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,28.65,46
8784,NFG Midstream Trout Run Gathering System,1012322,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2020,NG Driven Pneumatic Pumps emissions,Table C.1,67.59,31
,Vital Energy Midstream B&G,1012359,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Range Resources - Appalachia, LLC - Basin 160A Gathering & Boosting (Canonsburg, PA)",1012797,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8650.6,Morningstar Operating LLC  SAN JUAN BASIN 580,1011978,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,41.4,2017,NG Driven Pneumatic Pumps emissions,Table C.1,225.6,111
8760,"Susquehanna Gathering Company, LLC",1013065,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.6,2022,NG Driven Pneumatic Pumps emissions,Table C.1,128,60
,Apache Corporation + 430 + Permian Basin,1011803,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,CNX Gas Company LLC - 160 Appalachian Basin - GB,1012761,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,WRD Meeker Gas Plant,1012989,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,WEX Basin 355,1013615,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,6.93,4
,Hess Corporation - 160A - Utica Basin,1011181,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8040.423261,XTO Energy Inc 160A Appalachian E Overthrust,1008116,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2015,NG Driven Pneumatic Pumps emissions,Table C.1,90.54,46
,Basin 220 South TX & South LA - BG,1012748,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
838.8,Tallgrass Powder River Basin Gathering System,1012205,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,2.47,16
,Nytis Exploration Company LLC 160 Appalachian Basin Production,1013113,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
1095,"Amplify Operating Oklahoma, LLC.",1010701,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2016,NG Driven Pneumatic Pumps emissions,Table C.1,1.05,14
8760,"SilverBow Resources, LLC - Basin 220",1009706,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.7,2021,NG Driven Pneumatic Pumps emissions,Table C.1,203.57,120
,LOLA Energy PetroCo,1013089,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Amplify Energy Operation LLC 260 East Texas Basin GB,1012777,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,19.23,11
,MERIT ANADARKO BASIN NGG&B,1012778,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,430 Cotton Draw Midstream,1013815,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Burnett Oil Co., Inc. 430 Permian Basin",1010784,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8632.114,Permian Basin Gathering & Boosting-AAPG Province 430,1012213,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,12.5,2016,NG Driven Pneumatic Pumps emissions,Table C.1,123.76,63
8678,Riviera Resources 260 East Texas Basin Production Segment,1010396,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,151.88,72
8760,BASIN 305 G&B,1012450,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,49,2018,NG Driven Pneumatic Pumps emissions,Table C.1,51.24,31
8760,"Enervest Operating, L.L.C. 160 Appalachian Basin",1009967,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2020,NG Driven Pneumatic Pumps emissions,Table C.1,46.98,25
8760,DCP Midstream 260 East Texas Basin,1012238,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,33.59,24
,EGG 345 Arkoma GB,1012508,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
